STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE,2021,80.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE,2022,82.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE1,2021,81.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE1,2022,82.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE11,2021,83.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE11,2022,85.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE12,2021,78.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE12,2022,78.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE2,2021,80.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE2,2022,82.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE21,2021,81.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE21,2022,83.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE22,2021,77.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE22,2022,79.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE23,2021,81.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE23,2022,83.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE3,2021,80.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE3,2022,81.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE31,2021,78.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE31,2022,81.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE32,2021,84.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE32,2022,83.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE33,2021,80.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SE33,2022,81.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI,2021,76.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI,2022,77.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI0,2021,76.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI0,2022,77.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI03,2021,74.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI03,2022,76.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI04,2021,78.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SI04,2022,80.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK,2021,74.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK,2022,76.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK0,2021,74.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK0,2022,76.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK01,2021,83.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK01,2022,84.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK02,2021,77.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK02,2022,78.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK03,2021,73.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK03,2022,76.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK04,2021,68.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y20-64,SK04,2022,71.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT,2022,5.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT1,2021,4.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT1,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT11,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT11,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT12,2021,4.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT12,2022,4.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT13,2021,4.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT13,2022,5.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT2,2021,4.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT2,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT21,2021,4.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT21,2022,4.3,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT22,2021,4.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT22,2022,5.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT3,2021,4.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT3,2022,5.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT31,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT31,2022,4.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT32,2021,6.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT32,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT33,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT33,2022,5.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT34,2021,4.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,AT34,2022,6.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE,2021,2.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE,2022,3.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE1,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE1,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE10,2021,4.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE10,2022,4.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE2,2021,2.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE2,2022,3.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE21,2021,2.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE21,2022,3.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE22,2021,2.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE22,2022,3.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE23,2021,3.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE23,2022,3.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE24,2021,2.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE24,2022,3.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE25,2021,2.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE25,2022,3.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE3,2021,2.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE3,2022,2.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE31,2021,3.9,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE31,2022,4.0,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE32,2021,1.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE32,2022,1.3,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE33,2021,2.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE33,2022,2.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE34,2021,4.2,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE34,2022,4.2,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE35,2021,3.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BE35,2022,3.2,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG,2021,6.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG,2022,6.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG3,2021,5.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG3,2022,6.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG31,2021,4.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG31,2022,5.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG32,2021,5.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG32,2022,5.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG33,2021,6.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG33,2022,6.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG34,2021,6.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG34,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG4,2021,6.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG4,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG41,2021,6.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG41,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG42,2021,6.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,BG42,2022,7.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH,2021,10.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH,2022,10.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH0,2021,10.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH0,2022,10.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH01,2021,8.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH01,2022,8.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH02,2021,9.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH02,2022,9.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH03,2021,10.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH03,2022,10.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH04,2021,12.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH04,2022,11.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH05,2021,12.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH05,2022,11.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH06,2021,13.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH06,2022,12.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH07,2021,8.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CH07,2022,7.6,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY,2021,10.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY0,2021,10.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY0,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY00,2021,10.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CY00,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ,2021,6.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ,2022,7.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ0,2021,6.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ0,2022,7.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ01,2021,13.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ01,2022,12.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ02,2021,6.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ02,2022,6.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ03,2021,6.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ03,2022,7.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ04,2021,5.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ04,2022,6.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ05,2021,6.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ05,2022,6.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ06,2021,5.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ06,2022,6.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ07,2021,5.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ07,2022,5.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ08,2021,5.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,CZ08,2022,5.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE,2022,8.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE1,2021,9.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE1,2022,10.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE11,2021,8.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE11,2022,10.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE12,2021,7.7,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE12,2022,9.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE13,2021,9.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE13,2022,11.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE14,2021,10.8,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE14,2022,12.1,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE2,2021,8.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE2,2022,8.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE21,2021,10.3,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE21,2022,10.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE22,2021,9.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE22,2022,9.2,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE23,2021,9.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE23,2022,9.1,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE24,2021,6.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE24,2022,7.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE25,2021,6.0,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE25,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE26,2021,7.6,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE26,2022,8.8,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE27,2021,7.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE27,2022,6.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE3,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE3,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE30,2021,8.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE30,2022,7.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE4,2021,4.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE4,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE40,2021,4.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE40,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE5,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE5,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE50,2021,,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE50,2022,,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE6,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE6,2022,9.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE60,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE60,2022,9.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE7,2021,8.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE7,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE71,2021,7.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE71,2022,8.7,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE72,2021,8.5,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE72,2022,10.4,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE73,2021,7.8,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE73,2022,8.6,u
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE8,2021,5.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE8,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE80,2021,5.3,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE80,2022,6.0,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE9,2021,7.9,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE9,2022,9.2,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE91,2021,6.4,bu
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE91,2022,8.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE92,2021,8.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE92,2022,8.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE93,2021,9.2,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE93,2022,10.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE94,2021,7.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DE94,2022,8.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA,2022,8.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA1,2021,7.5,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA1,2022,8.5,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA2,2021,7.6,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA2,2022,8.8,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA3,2021,10.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA3,2022,9.3,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA4,2021,7.0,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA4,2022,8.4,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA5,2021,6.1,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEA5,2022,6.9,
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB,2021,8.4,b
dataflow,ESTAT:LFST_R_LFE2EMPRT(1.0),A,PC,T,Y_GE65,DEB,2022,9.4,
